date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:04:07	1038443/1038443	---M--	200	added ('OK')	video/mp4	etag:%22fd86b-61b56e34de1b7%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/r-video-02.mp4	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/r-video-02.mp4	(from https://shuvechhyabajracharya.com/dataops/)
16:04:07	83274/83274	---M--	200	added ('OK')	image/jpeg	etag:%221454a-61b56e263cf60%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/profile.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/profile.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:07	46066/46066	---M--	200	added ('OK')	application/pdf	etag:%22b3f2-61b56dfcf1970%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2022/07/Shuvechhya.pdf	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2022/07/Shuvechhya.pdf	(from https://shuvechhyabajracharya.com/dataops/)
16:04:07	9088/9088	---M--	200	added ('OK')	image/png	etag:%222380-61b56e32673e3%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/icons8-python-240-184x184.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/icons8-python-240-184x184.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:08	69323/69323	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2001:05:10%20GMT	https://shuvechhyabajracharya.com/dataops/2020/04/28/brand-identity-with-code/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/2020/04/28/brand-identity-with-code/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:08	14149/14149	---M--	200	added ('OK')	image/png	etag:%223745-61b56e327db43%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/icons8-MySQL-240-184x184.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/icons8-MySQL-240-184x184.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:08	67615/67615	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2012:48:49%20GMT	https://shuvechhyabajracharya.com/dataops/2020/04/28/data-center-infrastructure/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/2020/04/28/data-center-infrastructure/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:08	9790/9790	---M--	200	added ('OK')	image/png	etag:%22263e-61b56e323c461%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/icons8-azure-240-184x184.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/icons8-azure-240-184x184.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:08	63867/63867	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2012:48:48%20GMT	https://shuvechhyabajracharya.com/dataops/2020/04/28/music-player-design/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/2020/04/28/music-player-design/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:09	63814/63814	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2014:23:48%20GMT	https://shuvechhyabajracharya.com/dataops/2020/04/28/data-analytics-dashboard/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/2020/04/28/data-analytics-dashboard/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:09	8911/8911	---M--	200	added ('OK')	image/png	etag:%2222cf-61b56e31f401f%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/icons8-aws-240-184x184.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/icons8-aws-240-184x184.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:09	63734/63734	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2012:48:54%20GMT	https://shuvechhyabajracharya.com/dataops/2020/04/28/creativity-is-more-than/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/2020/04/28/creativity-is-more-than/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:09	62106/62106	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2014:23:52%20GMT	https://shuvechhyabajracharya.com/dataops/2020/04/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/2020/04/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:09	13340/13340	---M--	200	added ('OK')	image/png	etag:%22341c-61b56e27812ea%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/serv-1-184x184.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/serv-1-184x184.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:09	57501/57501	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2014:23:54%20GMT	https://shuvechhyabajracharya.com/dataops/category/code/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/category/code/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:10	7324/7324	---M--	200	added ('OK')	image/png	etag:%221c9c-61b56e271f867%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/serv-2-184x151.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/serv-2-184x151.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:10	58299/58299	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2014:23:55%20GMT	https://shuvechhyabajracharya.com/dataops/category/design/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/category/design/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:10	12913/12913	---M--	200	added ('OK')	image/png	etag:%223271-61b56e282b1af%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/serv-3-184x184.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/serv-3-184x184.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:10	54324/54324	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2014:23:57%20GMT	https://shuvechhyabajracharya.com/dataops/category/music/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/category/music/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:10	6629/6629	---M--	200	added ('OK')	image/png	etag:%2219e5-61b56e27db06d%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/serv-4-184x190.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/serv-4-184x190.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:11	133236/133236	---M--	200	added ('OK')	image/jpeg	etag:%2220874-61b56e2877472%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/p1.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/p1.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:11	51158/51158	---M--	200	added ('OK')	image/jpeg	etag:%22c7d6-61b56e293e7f8%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/p2.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/p2.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:11	67032/67032	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2014:24:00%20GMT	https://shuvechhyabajracharya.com/dataops/portfolio-archive/the-app-market-on-google-play/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/portfolio-archive/the-app-market-on-google-play/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:12	65980/65980	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2014:24:04%20GMT	https://shuvechhyabajracharya.com/dataops/portfolio-archive/image-caption-generation/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/portfolio-archive/image-caption-generation/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:13	114883/114883	---M--	200	added ('OK')	image/jpeg	etag:%221c0c3-61b56e2b1c0a7%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/p4.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/p4.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:13	66632/66632	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2014:24:06%20GMT	https://shuvechhyabajracharya.com/dataops/portfolio-archive/technexts-data-analysis/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/portfolio-archive/technexts-data-analysis/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:13	124951/124951	---M--	200	added ('OK')	image/jpeg	etag:%221e817-61b56e14500ee%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2020/04/work-r4.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2020/04/work-r4.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:13	65947/65947	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2003:40:56%20GMT	https://shuvechhyabajracharya.com/dataops/portfolio-archive/analytics-dashboard-software-tool/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/portfolio-archive/analytics-dashboard-software-tool/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:13	91021/91021	---M--	200	added ('OK')	image/jpeg	etag:%221638d-61b56e2dc5afd%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/p5.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/p5.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:14	142119/142119	---M--	200	added ('OK')	image/jpeg	etag:%2222b27-61b56e2cf7a16%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/p3.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/05/p3.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:14	112071/112071	---M--	200	added ('OK')	image/jpeg	etag:%221b5c7-61b56e040fdea%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2020/04/work6-1.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2020/04/work6-1.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:15	67083/67083	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2014:24:12%20GMT	https://shuvechhyabajracharya.com/dataops/portfolio-archive/investment-mobile-application/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/portfolio-archive/investment-mobile-application/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:15	64816/64816	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2014:24:14%20GMT	https://shuvechhyabajracharya.com/dataops/portfolio-archive/automation-system-production/	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/portfolio-archive/automation-system-production/index.html	(from https://shuvechhyabajracharya.com/dataops/)
16:04:16	96654/96654	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202023%2000:42:24%20GMT	https://bslthemes.com/import/ryancv/sysadmin/uploads/2022/07/certificate.jpeg	C:/My%20Web%20Sites/Portfolio/bslthemes.com/import/ryancv/sysadmin/uploads/2022/07/certificate.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:16	55766/55766	---M--	200	added ('OK')	image/png	etag:%22d9d6-61b56e337aa2b%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/brand-3-456x512-1-1.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/brand-3-456x512-1-1.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:17	63300/63300	---M--	200	added ('OK')	image/png	etag:%22f744-61b56e340a310%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/brand-2-458x512-1.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/brand-2-458x512-1.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:17	4490/4490	---M--	200	added ('OK')	image/jpeg	etag:%22118a-61b56e309b474%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/r1-184x204.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/r1-184x204.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:17	4809/4809	---M--	200	added ('OK')	image/jpeg	etag:%2212c9-61b56e2fa240c%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/r2-184x204.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/r2-184x204.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:18	4051/4051	---M--	200	added ('OK')	image/jpeg	etag:%22fd3-61b56e30128f0%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/r3-184x204.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/r3-184x204.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:18	11392/11392	---M--	200	added ('OK')	image/png	etag:%222c80-61b56e30fbf57%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/b1.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/b1.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:18	6271/6271	---M--	200	added ('OK')	image/png	etag:%22187f-61b56e3113658%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/b2.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/b2.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:18	8829/8829	---M--	200	added ('OK')	image/png	etag:%22227d-61b56e31685ba%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/b3.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/b3.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:19	12542/12542	---M--	200	added ('OK')	image/png	etag:%2230fe-61b56e31a1f9c%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/b4.png	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2024/06/b4.png	(from https://shuvechhyabajracharya.com/dataops/)
16:04:19	94549/94549	---M--	200	added ('OK')	image/jpeg	etag:%2217155-61b56e004140b%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2020/04/news1.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2020/04/news1.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:20	84857/84857	---M--	200	added ('OK')	image/jpeg	etag:%2214b79-61b56df800ee8%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2020/04/blog3.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2020/04/blog3.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:20	127872/127872	---M--	200	added ('OK')	image/jpeg	etag:%221f380-61b56e0162514%22	https://shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2020/04/work1-2.jpg	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/uploads/sites/20/2020/04/work1-2.jpg	(from https://shuvechhyabajracharya.com/dataops/)
16:04:20	9813/9813	---MCZ	200	added ('OK')	application/javascript	etag:W/%222655-62ba542771810%22	https://shuvechhyabajracharya.com/dataops/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js	(from https://shuvechhyabajracharya.com/dataops/)
16:04:20	5607/5607	---MCZ	200	added ('OK')	text/css	etag:W/%2215e7-62c63e59fef5b%22	https://shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_d2f7bd04633319cbf1c71d5f0bb281a8.css	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_d2f7bd04633319cbf1c71d5f0bb281a8.css	(from https://shuvechhyabajracharya.com/dataops/)
16:04:21	2713/2713	---MCZ	200	added ('OK')	text/css	etag:W/%22a99-62c63e59ffefb%22	https://shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_866d21b69147734d05a843eb43532e52.css	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_866d21b69147734d05a843eb43532e52.css	(from https://shuvechhyabajracharya.com/dataops/)
16:04:21	1206/1206	---MCZ	200	added ('OK')	text/css	etag:W/%224b6-62c63e59ffefb%22	https://shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_d79ae2d753c9304a0493a421b72c006d.css	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_d79ae2d753c9304a0493a421b72c006d.css	(from https://shuvechhyabajracharya.com/dataops/)
16:04:21	5857/5857	---MCZ	200	added ('OK')	text/css	etag:W/%2216e1-62c63e5a00e9b%22	https://shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_88cc2f16c8f6be60f3a405f8a20fa40d.css	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_88cc2f16c8f6be60f3a405f8a20fa40d.css	(from https://shuvechhyabajracharya.com/dataops/)
16:04:21	990/990	---MCZ	200	added ('OK')	text/css	etag:W/%223de-62c63e5a00e9b%22	https://shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_0a566468fd13b6c4385f0e66f9fbe2d8.css	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_0a566468fd13b6c4385f0e66f9fbe2d8.css	(from https://shuvechhyabajracharya.com/dataops/)
16:04:22	2896/2896	---MCZ	200	added ('OK')	text/css	etag:W/%22b50-62c63e5a01e3c%22	https://shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_006e38010ace71852b6d6a094a50ff32.css	C:/My%20Web%20Sites/Portfolio/shuvechhyabajracharya.com/dataops/wp-content/cache/autoptimize/20/css/autoptimize_single_006e38010ace71852b6d6a094a50ff32.css	(from https://shuvechhyabajracharya.com/dataops/)
16:04:22	17163/17163	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2010%20Jan%202025%2017:06:26%20GMT	https://bslthemes.com/bslthms-advanced-btns/assets/script.js	C:/My%20Web%20Sites/Portfolio/bslthemes.com/bslthms-advanced-btns/assets/script.js	(from https://shuvechhyabajracharya.com/dataops/)
